evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,carbon_thickness,carbon_roughness,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
6.000000000000000000e+01,2.691047094688509694e-02,4.208110368241467524e-04,1.158961536040523864e-04,6.533284387636955725e-05,1.077338428515778448e-04,1.981273217532363018e-02,4.208110368241467850e-03,1.158961536040523837e-03,6.533284387636956268e-04,1.077338428515778367e-03,1.981273217532363018e-02,1.400000000000000000e+01,5.000000000000000000e-01,1.986159956351065503e+01,2.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,-3.499999999999999778e-01
6.100000000000000000e+01,6.197742787318396424e-02,3.777085756246677055e-04,5.101230133570848013e-05,3.230401571787071128e-05,1.096193203720620857e-04,5.627098574268087766e-02,3.777085756246677164e-03,5.101230133570847742e-04,3.230401571787071399e-04,1.096193203720620749e-03,5.627098574268087766e-02,1.400000000000000000e+01,5.000000000000000000e-01,2.121647574236357059e+01,2.035833587480433948e+01,5.000000000000000000e+00,5.000000000000000000e+00,-3.499999999999999778e-01
6.200000000000000000e+01,4.442918015622464301e-02,9.346722186086885500e-04,1.390233075444401373e-04,9.841170006223564249e-05,5.623190258973643661e-04,2.708491763509735667e-02,9.346722186086885500e-03,1.390233075444401428e-03,9.841170006223563978e-04,5.623190258973643878e-03,2.708491763509735667e-02,6.000000000000000000e+00,5.000000000000000000e-01,2.135812544331121998e+01,1.800000000000000000e+01,1.000000000000000000e+00,4.213472825950367096e+00,6.081370275865805031e-02
6.300000000000000000e+01,2.578811425111821043e-02,1.918319316512455170e-04,1.248850614705067255e-04,9.283529296912824730e-05,4.256686952318254830e-04,1.743590443789115249e-02,1.918319316512455061e-03,1.248850614705067363e-03,9.283529296912824188e-04,4.256686952318254613e-03,1.743590443789115249e-02,1.400000000000000000e+01,5.000000000000000000e-01,2.080111247857020729e+01,1.887051999516466694e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.938374752009145663e-03
6.400000000000000000e+01,1.350902193089799641e-01,2.679212471800225884e-03,8.081112850272325308e-04,4.831496766465605513e-04,1.154808474407452781e-03,8.383740023016525433e-02,2.679212471800225884e-02,8.081112850272326176e-03,4.831496766465605622e-03,1.154808474407452781e-02,8.383740023016525433e-02,1.400000000000000000e+01,1.667579716157743919e+00,2.071659849813565657e+01,2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999778e-01
6.500000000000000000e+01,3.546976203692731727e-02,6.432124674185684711e-04,8.121958904082109338e-05,6.364996141949659969e-05,1.303073280333062723e-04,2.628586857780539077e-02,6.432124674185684711e-03,8.121958904082109609e-04,6.364996141949659427e-04,1.303073280333062831e-03,2.628586857780539077e-02,6.000000000000000000e+00,5.000000000000000000e-01,2.065744783214492486e+01,2.097740710280529441e+01,1.000000000000000000e+00,5.000000000000000000e+00,-3.499999999999999778e-01
6.600000000000000000e+01,1.824704622030704979e-02,1.937384483755673001e-04,9.947564750246208089e-05,6.778263937666148802e-05,9.112502158170248192e-05,1.372582865194311649e-02,1.937384483755673001e-03,9.947564750246208360e-04,6.778263937666148802e-04,9.112502158170247921e-04,1.372582865194311649e-02,1.400000000000000000e+01,5.000000000000000000e-01,1.983143153026287209e+01,2.140656890814820557e+01,1.000000000000000000e+00,2.953640559467993754e+00,-2.660867169276764366e-01
6.700000000000000000e+01,2.961465796007477572e-02,4.809559579859895052e-04,5.296577743216519238e-05,2.113908045252565891e-05,5.678979740194016067e-05,2.349615182734857144e-02,4.809559579859895052e-03,5.296577743216519373e-04,2.113908045252565755e-04,5.678979740194016338e-04,2.349615182734857144e-02,1.400000000000000000e+01,5.000000000000000000e-01,1.869994270599442032e+01,1.983745400056862351e+01,1.000000000000000000e+00,2.053806796548793390e+00,3.499999999999999778e-01
6.800000000000000000e+01,2.774896919992855121e-02,2.733131086523147017e-04,1.184337954715734950e-04,7.561906060151071644e-05,1.940682205981173955e-04,2.113462734669338886e-02,2.733131086523146909e-03,1.184337954715735004e-03,7.561906060151071373e-04,1.940682205981173955e-03,2.113462734669338886e-02,6.000000000000000000e+00,2.068533484650219023e+00,2.078907725110789428e+01,2.039596565664938765e+01,1.000000000000000000e+00,5.000000000000000000e+00,-1.846394339094071246e-01
6.900000000000000000e+01,1.127992033862945144e-02,1.001153684890784834e-04,1.550020808339834999e-04,9.449767197160435035e-05,4.606916726715609472e-05,7.323077453011227374e-03,1.001153684890784780e-03,1.550020808339834999e-03,9.449767197160435306e-04,4.606916726715609743e-04,7.323077453011227374e-03,1.400000000000000000e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.173878713658794481e+01,1.000000000000000000e+00,4.516308132825956889e+00,4.361438116986621205e-02
7.000000000000000000e+01,1.110503448415567189e-02,1.376671525031892304e-04,4.256034180425128353e-05,3.693486084025757979e-05,1.986861444508225885e-04,6.946549488170465636e-03,1.376671525031892412e-03,4.256034180425128082e-04,3.693486084025757979e-04,1.986861444508225723e-03,6.946549488170465636e-03,8.707423049687035288e+00,5.000000000000000000e-01,2.079131549828231584e+01,1.905576884240719338e+01,1.000000000000000000e+00,1.734507041345739076e+00,9.116938251912065638e-03
7.100000000000000000e+01,1.148081072394469167e-02,1.765352127816548070e-04,1.292636360354516140e-04,7.599461301432584252e-05,4.031345506216376469e-05,7.259741555008731792e-03,1.765352127816548124e-03,1.292636360354516194e-03,7.599461301432584252e-04,4.031345506216376740e-04,7.259741555008731792e-03,9.593813789691978400e+00,1.295221579915953214e+00,1.800000000000000000e+01,2.139323471462297377e+01,1.000000000000000000e+00,4.490847336968675663e+00,1.296370845103465008e-01
7.200000000000000000e+01,1.086025013471740054e-02,8.440275858248092507e-05,2.978329011652294382e-05,1.648158864644274030e-05,1.452240155128282765e-04,8.101333606134651644e-03,8.440275858248092507e-04,2.978329011652294518e-04,1.648158864644274030e-04,1.452240155128282657e-03,8.101333606134651644e-03,1.173172955409719975e+01,4.000000000000000000e+00,2.007688401404485390e+01,2.147874118549944455e+01,5.000000000000000000e+00,1.488434260521724894e+00,-3.499999999999999778e-01
7.300000000000000000e+01,2.059717540723326329e-02,1.149078222907103791e-04,1.633325028156448885e-04,9.402644499181525746e-05,3.271712974241760153e-04,1.360279473200979618e-02,1.149078222907103791e-03,1.633325028156448885e-03,9.402644499181525475e-04,3.271712974241760153e-03,1.360279473200979618e-02,6.000000000000000000e+00,4.000000000000000000e+00,2.149127348562710438e+01,1.994172505459838618e+01,5.000000000000000000e+00,5.000000000000000000e+00,-2.490886794074921029e-01
7.400000000000000000e+01,1.131775476152556241e-02,5.227351028118313160e-05,4.933762885062381468e-05,1.563452699424301996e-05,8.164373939762204521e-05,9.328860706288842966e-03,5.227351028118312889e-04,4.933762885062381197e-04,1.563452699424302064e-04,8.164373939762205063e-04,9.328860706288842966e-03,1.010490729943933452e+01,4.000000000000000000e+00,1.843966211960321289e+01,2.019714340737887426e+01,1.000000000000000000e+00,3.908702317604902721e+00,3.499999999999999778e-01
7.500000000000000000e+01,3.075493213898392725e-02,3.895542005733265201e-04,1.155711920459031960e-04,4.399908507853272330e-05,1.313311280433819615e-04,2.395037608157248379e-02,3.895542005733265093e-03,1.155711920459031932e-03,4.399908507853272466e-04,1.313311280433819561e-03,2.395037608157248379e-02,6.000000000000000000e+00,5.000000000000000000e-01,1.858791577139684748e+01,2.138768104715105522e+01,1.000000000000000000e+00,1.011206575724971302e+00,5.746480532708014843e-02
7.600000000000000000e+01,1.494322342443401598e-02,1.084462242576502897e-04,7.889536728511463068e-05,3.623078996361035135e-05,8.908439317974378420e-05,1.181665567757282480e-02,1.084462242576502951e-03,7.889536728511463339e-04,3.623078996361035406e-04,8.908439317974378149e-04,1.181665567757282480e-02,1.020816094127260243e+01,4.000000000000000000e+00,2.004138339564861582e+01,2.147719619339702746e+01,1.000000000000000000e+00,5.000000000000000000e+00,-3.029139760711110352e-01
7.700000000000000000e+01,5.556958026919831678e-03,5.213402776827442769e-05,9.832265739529846079e-05,6.044685631023461104e-05,9.373031083319318117e-05,2.510619503849825102e-03,5.213402776827443311e-04,9.832265739529845536e-04,6.044685631023461510e-04,9.373031083319317575e-04,2.510619503849825102e-03,1.098365666220027492e+01,5.000000000000000000e-01,1.864866675578373290e+01,2.004942639195644105e+01,1.000000000000000000e+00,1.225028944318258706e+00,2.723758609860881252e-01
7.800000000000000000e+01,1.566809075242437191e-02,8.380186555320848576e-05,2.189662882438470212e-04,1.417791779879395715e-04,1.532630425713845681e-04,9.689987008860574333e-03,8.380186555320848305e-04,2.189662882438470157e-03,1.417791779879395715e-03,1.532630425713845789e-03,9.689987008860574333e-03,1.400000000000000000e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.074793875537418586e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.316625771960209024e-01
7.900000000000000000e+01,1.717700053818116065e-02,1.168672718984674227e-04,6.688360600573576241e-05,4.656626684829276512e-05,1.328676703199660383e-04,1.354515238745654208e-02,1.168672718984674255e-03,6.688360600573576512e-04,4.656626684829276376e-04,1.328676703199660383e-03,1.354515238745654208e-02,1.035681511783650954e+01,4.000000000000000000e+00,2.116390539942667104e+01,1.873957969125914502e+01,5.000000000000000000e+00,1.000000000000000000e+00,-1.837112590882816754e-02
8.000000000000000000e+01,2.304838325769260898e-02,1.093635205807259636e-04,1.641731294766231774e-04,9.513737568079415243e-05,3.154824998877386378e-04,1.620681800143378842e-02,1.093635205807259609e-03,1.641731294766231829e-03,9.513737568079415514e-04,3.154824998877386270e-03,1.620681800143378842e-02,6.000000000000000000e+00,4.000000000000000000e+00,2.115869730306815555e+01,1.941081010887858938e+01,5.000000000000000000e+00,1.000000000000000000e+00,-7.347317228375382925e-02
8.100000000000000000e+01,2.593564515591532949e-02,1.621314727724963733e-04,3.202034095208258031e-04,2.269810185626317792e-04,3.722577998501714171e-04,1.511990814885407625e-02,1.621314727724963625e-03,3.202034095208258248e-03,2.269810185626317846e-03,3.722577998501713954e-03,1.511990814885407625e-02,1.400000000000000000e+01,5.000000000000000000e-01,1.985205046496555781e+01,2.143484358968243697e+01,1.000000000000000000e+00,2.197939029583935167e+00,-3.499999999999999778e-01
8.200000000000000000e+01,1.283890735330463391e-02,7.573702060675384883e-05,6.439167259968533931e-05,3.736518640874533813e-05,1.752577438314831216e-04,9.311391118837957295e-03,7.573702060675385154e-04,6.439167259968533660e-04,3.736518640874534085e-04,1.752577438314831216e-03,9.311391118837957295e-03,1.081351396529734288e+01,5.000000000000000000e-01,2.030800389066434875e+01,2.100938766890293152e+01,5.000000000000000000e+00,5.000000000000000000e+00,-2.746940783429828725e-01
8.300000000000000000e+01,4.631877154346990960e-02,3.413791792067286655e-04,7.763991940170425759e-05,4.060935727471248362e-05,2.504994792470752944e-04,3.921749219216770499e-02,3.413791792067286546e-03,7.763991940170425488e-04,4.060935727471248497e-04,2.504994792470753052e-03,3.921749219216770499e-02,1.356927720145620242e+01,5.000000000000000000e-01,1.926599484297913278e+01,2.200000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,-2.549740926247010542e-01
8.400000000000000000e+01,5.366435888662886462e-03,5.069830556286717207e-05,1.376881537794405301e-04,7.771338061456054577e-05,3.848839824296678986e-05,2.320553506664535786e-03,5.069830556286717207e-04,1.376881537794405301e-03,7.771338061456055119e-04,3.848839824296679257e-04,2.320553506664535786e-03,1.148800786073688052e+01,1.603122634661677370e+00,1.800000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.961673890704842993e-03
8.500000000000000000e+01,5.901450522442838742e-02,9.235265230306707830e-04,4.896108976633660806e-04,3.710539572126574310e-04,6.296528836151621270e-04,3.487606260920982082e-02,9.235265230306707179e-03,4.896108976633660806e-03,3.710539572126574093e-03,6.296528836151621053e-03,3.487606260920982082e-02,6.000000000000000000e+00,1.848787437615781570e+00,2.200000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00,3.344374042415350079e+00,1.580756157554618069e-01
8.600000000000000000e+01,5.466135348825548745e-03,7.264720470235078425e-05,4.741989266218794353e-05,2.290929427446177310e-05,6.679794699287167038e-05,3.368391962506827372e-03,7.264720470235078425e-04,4.741989266218794353e-04,2.290929427446177446e-04,6.679794699287166767e-04,3.368391962506827372e-03,9.571863260494874126e+00,5.000000000000000000e-01,1.919636299678922597e+01,1.976966287374857600e+01,1.000000000000000000e+00,3.288182137621385337e+00,2.460755569234942541e-01
8.700000000000000000e+01,5.607067872995404566e-03,6.188634226443133870e-05,1.208606404046915346e-04,6.624663015784641154e-05,4.454471892873674568e-05,2.671684555438343881e-03,6.188634226443134141e-04,1.208606404046915373e-03,6.624663015784641425e-04,4.454471892873674297e-04,2.671684555438343881e-03,1.082564537458777032e+01,5.000000000000000000e-01,1.831575345949546829e+01,2.177632202126656935e+01,1.000000000000000000e+00,5.000000000000000000e+00,-1.158825332289081800e-02
8.800000000000000000e+01,5.811333958918191156e-02,1.035918458146270959e-03,8.970023214725337754e-05,8.750970327262429130e-05,1.713032958406311907e-04,4.426902269511411026e-02,1.035918458146271003e-02,8.970023214725337483e-04,8.750970327262429672e-04,1.713032958406311961e-03,4.426902269511411026e-02,1.400000000000000000e+01,5.000000000000000000e-01,2.200000000000000000e+01,1.910836967479539084e+01,1.000000000000000000e+00,4.226917524136286630e+00,-1.820737132557252724e-01
8.900000000000000000e+01,1.443577035092561550e-02,1.499130890249465123e-04,9.518895126983614740e-05,4.981292104257621563e-05,1.240529445355825441e-04,1.024609129219620184e-02,1.499130890249465069e-03,9.518895126983614469e-04,4.981292104257621428e-04,1.240529445355825332e-03,1.024609129219620184e-02,9.458559502947389674e+00,5.000000000000000000e-01,1.990032830206809678e+01,2.089659664972847608e+01,1.000000000000000000e+00,1.000000000000000000e+00,-1.224994157883025070e-01
9.000000000000000000e+01,4.989334799024252795e-03,7.011163449512731669e-05,5.159098033868681496e-05,2.753218431384711317e-05,7.063253173915936092e-05,2.790661490156046663e-03,7.011163449512731669e-04,5.159098033868681496e-04,2.753218431384711249e-04,7.063253173915936363e-04,2.790661490156046663e-03,1.049336282254498087e+01,5.000000000000000000e-01,1.935773741762573863e+01,1.999333317232223450e+01,1.000000000000000000e+00,2.400169721581199234e+00,1.544057524317103969e-01
9.100000000000000000e+01,3.304999220438897822e-02,5.612307165232801806e-04,9.469035220474558256e-05,2.886835258146999684e-05,8.355857152010485751e-05,2.536651227609297218e-02,5.612307165232801806e-03,9.469035220474558527e-04,2.886835258146999684e-04,8.355857152010485751e-04,2.536651227609297218e-02,1.375860841262180401e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.065137673290608689e+01,1.000000000000000000e+00,4.076408111446921723e+00,3.499999999999999778e-01
9.200000000000000000e+01,6.222620487445396434e-03,5.345550588095760315e-05,5.742282370252689512e-05,3.068573557886519510e-05,1.323943471419501206e-04,3.483036364402398565e-03,5.345550588095760586e-04,5.742282370252689647e-04,3.068573557886519645e-04,1.323943471419501260e-03,3.483036364402398565e-03,1.049593512683856034e+01,4.000000000000000000e+00,1.994052125586131652e+01,1.952953486891177093e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.012850802731983801e-01
9.300000000000000000e+01,1.538706957454890126e-02,2.386445708349593938e-04,3.049099674142666732e-05,1.272573092251365531e-05,1.186421695525385607e-04,1.138203489403451923e-02,2.386445708349593884e-03,3.049099674142666597e-04,1.272573092251365497e-04,1.186421695525385553e-03,1.138203489403451923e-02,8.171135363210161984e+00,4.000000000000000000e+00,1.989599761640208442e+01,2.016595752603896941e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.361950736643903870e-02
9.400000000000000000e+01,1.926551496610214367e-02,1.021051026459686824e-04,1.964336965115051365e-04,1.196722963582466881e-04,3.208682083083226090e-04,1.187472192786171235e-02,1.021051026459686905e-03,1.964336965115051365e-03,1.196722963582466963e-03,3.208682083083226090e-03,1.187472192786171235e-02,6.000000000000000000e+00,4.000000000000000000e+00,2.200000000000000000e+01,1.948323949261528298e+01,5.000000000000000000e+00,1.000000000000000000e+00,-2.535892460978659280e-01
9.500000000000000000e+01,7.152057186478086304e-03,1.074383261955844565e-04,4.843360412935047001e-05,2.478632098329835439e-05,8.263719255115350385e-05,4.519102747884218632e-03,1.074383261955844538e-03,4.843360412935046730e-04,2.478632098329835304e-04,8.263719255115350385e-04,4.519102747884218632e-03,9.695035889146149444e+00,5.000000000000000000e-01,1.967746649296130457e+01,1.970245267748127560e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.664247287341914516e-01
9.600000000000000000e+01,1.088276011631705495e-02,1.564424691104135910e-04,1.514765442150510868e-04,9.565773768564180197e-05,7.993330153313532918e-05,6.047659590874636046e-03,1.564424691104135965e-03,1.514765442150510814e-03,9.565773768564180468e-04,7.993330153313533189e-04,6.047659590874636046e-03,1.009005252195537494e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.066734427601833346e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.728525884522491340e-01
9.700000000000000000e+01,1.394679520619049665e-02,3.844640167559615785e-04,1.460496324575505820e-05,1.365107921008090289e-05,1.315906284185344461e-04,8.503688329887177169e-03,3.844640167559615785e-03,1.460496324575505888e-04,1.365107921008090221e-04,1.315906284185344461e-03,8.503688329887177169e-03,7.825632155691574887e+00,4.000000000000000000e+00,2.128580138845282832e+01,1.892136531047196968e+01,1.000000000000000000e+00,5.000000000000000000e+00,-2.837782022256468695e-02
9.800000000000000000e+01,1.402343046407923156e-02,2.558895992307044743e-04,3.888106626456405609e-05,2.150016186365134190e-05,1.036619897531240454e-04,9.824102292958792129e-03,2.558895992307044960e-03,3.888106626456405744e-04,2.150016186365134190e-04,1.036619897531240427e-03,9.824102292958792129e-03,8.121384181426293480e+00,5.000000000000000000e-01,2.165750791821434262e+01,1.978403699482036515e+01,5.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999778e-01
9.900000000000000000e+01,2.133491605045010828e-02,2.288360128634891121e-04,1.954258842812984744e-05,4.632183301671791758e-06,1.596751938849608936e-04,1.720805626566759144e-02,2.288360128634891067e-03,1.954258842812984609e-04,4.632183301671792097e-05,1.596751938849608936e-03,1.720805626566759144e-02,8.640266189778760264e+00,4.000000000000000000e+00,2.200000000000000000e+01,1.972931406068606464e+01,1.000000000000000000e+00,5.000000000000000000e+00,-3.499999999999999778e-01
1.000000000000000000e+02,5.958701346400353122e-03,1.096581432044379856e-04,7.027394094823918912e-06,6.156538639946402965e-06,6.542116045602609309e-05,4.076068982448009630e-03,1.096581432044379774e-03,7.027394094823918912e-05,6.156538639946403135e-05,6.542116045602609309e-04,4.076068982448009630e-03,8.713027607978444777e+00,5.000000000000000000e-01,1.973590666334696309e+01,2.200000000000000000e+01,3.783009585483087633e+00,1.000000000000000000e+00,-3.499999999999999778e-01
1.010000000000000000e+02,1.102633519839471728e-02,1.007065328933535705e-04,9.806970808609313600e-05,7.149232729314790519e-05,2.712257123135977470e-04,5.611392392532794232e-03,1.007065328933535705e-03,9.806970808609314413e-04,7.149232729314790790e-04,2.712257123135977579e-03,5.611392392532794232e-03,1.064312280324822879e+01,5.000000000000000000e-01,2.030044776430723985e+01,1.922481900458700466e+01,1.000000000000000000e+00,5.000000000000000000e+00,5.759495062752967298e-02
1.020000000000000000e+02,6.745737356540880067e-03,7.552176766993792334e-05,1.762313803299204442e-04,1.125800427035192244e-04,6.036305169611967973e-05,2.498774932545907296e-03,7.552176766993792334e-04,1.762313803299204442e-03,1.125800427035192298e-03,6.036305169611967973e-04,2.498774932545907296e-03,1.144038984571942308e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.159951752203167885e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.494636705149675615e-02
1.030000000000000000e+02,7.353450645598922503e-03,8.883481455227817719e-05,7.683545081405967212e-05,3.871421412126028913e-05,7.190272635043895989e-05,4.590578587218551235e-03,8.883481455227817177e-04,7.683545081405967212e-04,3.871421412126029049e-04,7.190272635043896531e-04,4.590578587218551235e-03,1.052070598379206956e+01,5.000000000000000000e-01,1.931169279664658589e+01,2.091730750057340060e+01,1.000000000000000000e+00,4.545432552057425468e+00,-2.554872433657112696e-02
1.040000000000000000e+02,9.548172994860014418e-03,9.034878117484239227e-05,8.699959006876903183e-05,4.622734318226212505e-05,7.672191764876951190e-05,6.545196674113584051e-03,9.034878117484239227e-04,8.699959006876903725e-04,4.622734318226212505e-04,7.672191764876950919e-04,6.545196674113584051e-03,9.903512326320218051e+00,5.000000000000000000e-01,1.941574663227904907e+01,2.127716683196376479e+01,1.000000000000000000e+00,5.000000000000000000e+00,-1.240019823198927340e-01
1.050000000000000000e+02,9.461790500975635412e-03,4.154985801382571749e-05,7.141800010279506427e-05,3.796064963635390269e-05,2.097132186238289092e-04,5.855373237207599571e-03,4.154985801382571884e-04,7.141800010279506427e-04,3.796064963635390269e-04,2.097132186238288929e-03,5.855373237207599571e-03,1.027184761194968310e+01,5.000000000000000000e-01,1.994787355991766020e+01,2.176216011139820949e+01,5.000000000000000000e+00,5.000000000000000000e+00,-3.499999999999999778e-01
1.060000000000000000e+02,7.432216567058443774e-03,1.224497777177403117e-04,5.908065893800326608e-05,3.635235871462014863e-05,9.792496600325140924e-05,4.274138953322292010e-03,1.224497777177403117e-03,5.908065893800326608e-04,3.635235871462014863e-04,9.792496600325140653e-04,4.274138953322292010e-03,1.345322347483189063e+01,4.000000000000000000e+00,1.932956641239309192e+01,1.975771091616192621e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.937726034205710102e-01
1.070000000000000000e+02,1.146529502335104193e-02,9.442028488973457253e-05,9.799619034302777226e-05,7.125335998131974047e-05,1.342513075916957114e-04,7.486083595293263615e-03,9.442028488973457524e-04,9.799619034302777497e-04,7.125335998131973776e-04,1.342513075916957222e-03,7.486083595293263615e-03,1.400000000000000000e+01,4.000000000000000000e+00,2.006030849326377918e+01,2.083153275741246091e+01,1.000000000000000000e+00,5.000000000000000000e+00,-2.101123660439291607e-01
1.080000000000000000e+02,7.638924373804607988e-03,4.795372006647943104e-05,1.464850467286767999e-04,9.317389597508557095e-05,1.144900105404548986e-04,3.617897640697641335e-03,4.795372006647942833e-04,1.464850467286768054e-03,9.317389597508557095e-04,1.144900105404548932e-03,3.617897640697641335e-03,1.236551049805684244e+01,2.394173756313377588e+00,1.831349340058847375e+01,2.033693069139891207e+01,1.000000000000000000e+00,5.000000000000000000e+00,2.703036745744064051e-01
1.090000000000000000e+02,1.603528112644294831e-02,1.499318926721659887e-04,1.113385776049382681e-04,7.573282118528620595e-05,1.204281618061438345e-04,1.146096659375760510e-02,1.499318926721659832e-03,1.113385776049382681e-03,7.573282118528621137e-04,1.204281618061438372e-03,1.146096659375760510e-02,1.400000000000000000e+01,5.000000000000000000e-01,1.953438442602392300e+01,2.088070654419793826e+01,1.000000000000000000e+00,5.000000000000000000e+00,-1.121624840698814407e-01
1.100000000000000000e+02,6.575086777753689528e-03,6.133833641949904415e-05,7.861137206239327457e-05,5.378684350518764354e-05,1.469038189078635979e-04,3.168683068804254224e-03,6.133833641949904686e-04,7.861137206239327728e-04,5.378684350518764083e-04,1.469038189078635979e-03,3.168683068804254224e-03,1.285879436422670352e+01,3.267998084498973110e+00,1.967180315040080174e+01,1.981101990130567714e+01,1.000000000000000000e+00,5.000000000000000000e+00,8.899177932351243214e-02
1.110000000000000000e+02,4.045657853749185656e-02,8.932076898849395687e-04,6.178613068293003423e-05,3.586247154551218104e-05,1.281477721760936061e-04,2.926653789459710692e-02,8.932076898849394819e-03,6.178613068293003965e-04,3.586247154551217833e-04,1.281477721760936007e-03,2.926653789459710692e-02,6.000000000000000000e+00,2.067989574823605459e+00,2.200000000000000000e+01,1.928747431874716156e+01,4.976161963016117795e+00,5.000000000000000000e+00,-3.499999999999999778e-01
1.120000000000000000e+02,3.760979519072686628e-02,2.748893272906650594e-04,4.222687233437737164e-04,2.623327487298732349e-04,6.114887750732057956e-04,2.189999944635168810e-02,2.748893272906650486e-03,4.222687233437737164e-03,2.623327487298732566e-03,6.114887750732057523e-03,2.189999944635168810e-02,6.000000000000000000e+00,5.071373691398769479e-01,2.200000000000000000e+01,1.838228900939789412e+01,5.000000000000000000e+00,5.000000000000000000e+00,2.415092682305214344e-02
1.130000000000000000e+02,5.307052650230720432e-03,3.753360848441265830e-05,1.393417003085246236e-04,8.782392300296980672e-05,6.981559785102367315e-05,1.961904353761412950e-03,3.753360848441266101e-04,1.393417003085246127e-03,8.782392300296980401e-04,6.981559785102367044e-04,1.961904353761412950e-03,1.258034528416247966e+01,2.794355151548123750e+00,1.851172877476807699e+01,2.126198846737219839e+01,1.000000000000000000e+00,3.663718055230642534e+00,3.098511151096339233e-02
1.140000000000000000e+02,3.550768833590003948e-02,2.416777086564496672e-04,6.653416357873585363e-05,2.970958098543371228e-05,2.639370927661107151e-04,2.948910287603274255e-02,2.416777086564496618e-03,6.653416357873585905e-04,2.970958098543371160e-04,2.639370927661107043e-03,2.948910287603274255e-02,6.000000000000000000e+00,4.000000000000000000e+00,1.977182125452170425e+01,2.200000000000000000e+01,5.000000000000000000e+00,1.544150787762661681e+00,-3.499999999999999778e-01
1.150000000000000000e+02,7.621721767297823941e-03,4.676071212242401701e-05,1.889697469349538154e-04,1.246305536307560984e-04,9.848720279077639351e-05,3.033239612508720900e-03,4.676071212242401565e-04,1.889697469349538046e-03,1.246305536307560930e-03,9.848720279077639080e-04,3.033239612508720900e-03,1.326544401360963477e+01,3.108534779175950113e+00,1.848410052908684165e+01,2.154231710871808758e+01,1.000000000000000000e+00,1.076086985663435414e+00,-3.870499913909114520e-02
1.160000000000000000e+02,1.393322481512281920e-02,6.367893688150234616e-05,9.166088015798246687e-05,7.045988523851412218e-05,1.419011166565054146e-04,1.025621662577777538e-02,6.367893688150234616e-04,9.166088015798246145e-04,7.045988523851412760e-04,1.419011166565054254e-03,1.025621662577777538e-02,1.128907718191640797e+01,5.000000000000000000e-01,2.042169541484701156e+01,2.082063187734559051e+01,1.000000000000000000e+00,1.000000000000000000e+00,-2.805262551711303898e-01
1.170000000000000000e+02,6.909282738124825247e-03,5.984312505863183550e-05,3.192174107158918689e-05,9.755113768875224708e-06,7.544373846445786669e-05,5.139645554489284326e-03,5.984312505863183685e-04,3.192174107158918554e-04,9.755113768875224708e-05,7.544373846445787211e-04,5.139645554489284326e-03,9.698569676281238117e+00,4.000000000000000000e+00,1.948360494290108846e+01,1.979755911343534791e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.824588355395924122e-01
1.180000000000000000e+02,1.765167720484850378e-02,1.594802957944999077e-04,1.366054349115890937e-04,8.259141095920996306e-05,8.562887670167662884e-05,1.300861702117874635e-02,1.594802957944999131e-03,1.366054349115890937e-03,8.259141095920995764e-04,8.562887670167662613e-04,1.300861702117874635e-02,1.061887207245753828e+01,4.000000000000000000e+00,1.963968674377682788e+01,2.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,-3.499999999999999778e-01
1.190000000000000000e+02,2.916313553466995737e-02,2.705316010448898184e-04,1.977508886679136255e-04,9.519902901678739386e-05,2.686396730821907731e-04,2.084192361655214099e-02,2.705316010448897968e-03,1.977508886679136147e-03,9.519902901678738844e-04,2.686396730821907948e-03,2.084192361655214099e-02,8.759797143814797238e+00,5.000000000000000000e-01,1.966074785969284378e+01,2.200000000000000000e+01,1.000000000000000000e+00,4.575602109084586644e+00,-2.660012230378662745e-01
